TITLE|ISSN|ISBN|START_DATE|END_DATE|PROVIDER|URL|EMBARGO|ENUMCAPTION1|ENUMSTART1|ENUMEND1|ENUMCAPTION2|ENUMSTART2|ENUMEND2
Acta Zoologica|0001-7272||19200101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0001-7272&amp;genre=journal|365|Volume|undef||Issue|undef||
Journal of human development|1464-9888||20000101|20081231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=cjhd19&amp;genre=journal|0|Volume|undef|undef|Issue|undef|undef|
International journal of systematic theology|1463-1652||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=7R1&amp;scope=site|365|Volume|undef||Issue|undef||
Northeastern naturalist|1092-6194||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/10926194.html|0|Volume|undef||Issue|undef||
Acta psychiatrica Scandinavica|0001-690X||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0001-690X&amp;genre=journal|365|Volume|undef||Issue|undef||
Multiscale modeling & simulation|1540-3459||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=R6O&amp;scope=site|365|Volume|undef||Issue|undef||
Occupational Health|0029-7917||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Occupational+Health&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D52749&amp;genre=journal|0|Volume|undef||Issue|undef||
The Journal of environmental education|0095-8964||19940101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Journal+of+Environmental+Education|365|Volume|undef||Issue|undef||
Vascular disease prevention|1567-2700||20040101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=S2X&amp;scope=site|365|Volume|undef||Issue|undef||
Diverse issues in higher education|1557-5411||20050101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Diverse+Issues+in+Higher+Education|0|Volume|undef||Issue|undef||
Turkish journal of cancer|1019-3103||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=L2A&amp;scope=site|0|Volume|undef||Issue|undef||
The Edutech report|0883-1327||20040101|20061231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=SUK&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Studies in cultures, organizations and societies|1024-5286||19970101|20011231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=bth&amp;jn=7WW&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Vocational education journal|0884-8009||19940101|19961231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=VEJ&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
The Journal of manual & manipulative therapy|1066-9817||20010101|20091231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=1DS&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Black Enterprise|0006-4165||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D17280&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Black+Enterprise&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D23796&amp;genre=journal|0|Volume|undef||Issue|undef||
Food & foodways|0740-9710||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=BJK&amp;scope=site|365|Volume|undef||Issue|undef||
Ecosystem health|1076-2825||20000101||Wiley  Online Library|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=1076-2825&amp;genre=journal|0|Volume|6||Issue|4||
Contemporary music review|0749-4467||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=7VR&amp;scope=site|365|Volume|undef||Issue|undef||
Behavioral science|0005-7940||19900101|19961231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D17280&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Behavioral+science&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D28006&amp;genre=journal|0|Volume|undef|undef|Issue|undef|undef|
Mathematical population studies|0889-8480||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=gmps20&amp;genre=journal|365|Volume|undef||Issue|undef||
Nineteenth-century contexts|0890-5495||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=gncc20&amp;genre=journal|365|Volume|undef||Issue|undef||
Drugs in R&D|1174-5886||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Drugs+in+R%2526D|0|Volume|undef||Issue|undef||
Gene therapy|0969-7128||19970101||Nature|http://proxy.library.brocku.ca/login?url=http://www.nature.com/gt/archive/index.html|0|Volume|4||Issue|1||
Visual Anthropology|0894-9468||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=gvan20&amp;genre=journal|365|Volume|undef||Issue|undef||
Berkeley women's law journal|0882-4312||20000101|20041231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.lexisnexis.com/hottopics/lnacademic?sterms=PUBLICATION(Berkeley+women's+law+journal)&amp;verb=sr&amp;csi=248074|0|Volume|undef|undef|Issue|undef|undef|
Applied physics. B, Lasers and optics|0946-2171||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=CQW&amp;scope=site|365|Volume|undef||Issue|undef||
The Clearing House|0009-8655||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Clearing+House|365|Volume|undef||Issue|undef||
Pharmacogenomics journal|1470-269X||20010101||Nature|http://proxy.library.brocku.ca/login?url=http://www.nature.com/tpj/archive/index.html|0|Volume|1||Issue|1||
Canadian social trends|0831-5698||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Canadian+social+trends&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D11638&amp;genre=journal|0|Volume|undef||Issue|undef||
Calculus of variations and partial differential equations|0944-2669||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=NO8&amp;scope=site|365|Volume|undef||Issue|undef||
Science spectra|1323-1413||19990101|20001231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=BJN&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Astrophysics and space physics reviews|1071-703X||||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=7VJ&amp;scope=site|0|Volume|||Issue|||
PC/Computing|0899-1847||19980101|20001231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/itw/infomark/1/1/1/purl=rc18_CPI_0__jn+%22PC/Computing%22?sw_aep=st46245|0|Volume|undef|undef|Issue|undef|undef|
Technology review|0040-1692||19900101|19971231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/itw/infomark/1/1/1/purl=rc18_CPI_0__jn+%22Technology+Review%22?sw_aep=st46245|0|Volume|undef|undef|Issue|undef|undef|
Scandinavian journal of nutrition|1102-6480||20020101|20051231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=J5P&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Archives of disease in childhood|0003-9888||19260101||Highwire Press Journals|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Archives+of+disease+in+childhood&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D28110&amp;genre=journal|0|Volume|undef||Issue|undef||
Annals of human genetics|0003-4800||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0003-4800&amp;genre=journal|365|Volume|undef||Issue|undef||
Journal of sociology and social welfare|0191-5096||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Journal+of+Sociology+%2526+Social+Welfare|0|Volume|undef||Issue|undef||
Acta agriculturæ Scandinavica. Section A, Animal science|0906-4702||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=saga20&amp;genre=journal|365|Volume|undef||Issue|undef||
Arabian archaeology and epigraphy|0905-7196||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0905-7196&amp;genre=journal|365|Volume|undef||Issue|undef||
Ecology of freshwater fish|0906-6691||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0906-6691&amp;genre=journal|365|Volume|undef||Issue|undef||
Acta agriculturæ Scandinavica. Section B, Soil and plant science|0906-4710||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=sagb20&amp;genre=journal|365|Volume|undef||Issue|undef||
Clinical and Investigative Medicine|0147-958X||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Clinical+and+Investigative+Medicine&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D78301&amp;genre=journal|0|Volume|undef||Issue|undef||
Experimental dermatology|0906-6705||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0906-6705&amp;genre=journal|365|Volume|undef||Issue|undef||
Acta crystallographica. Section D|0907-4449||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0907-4449&amp;genre=journal|0|Volume|undef||Issue|undef&&<=||
Ecography|0906-7590||19920101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.blackwell-synergy.com/openurl?issn=0906-7590&amp;genre=journal|365|Volume|undef||Issue|undef||
Journal of imperial and Commonwealth history|0308-6534||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=fich20&amp;genre=journal|365|Volume|undef||Issue|undef||
Annals of science|0003-3790||19750101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=tasc20&amp;genre=journal|365|Volume|undef||Issue|undef||
African studies|0002-0184||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=cast20&amp;genre=journal|365|Volume|undef||Issue|undef||
Behaviour|0005-7959||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/00057959.html|365|Volume|undef||Issue|undef||
Journal of biological physics|0092-0606||20030101||EBSCOhost Academic Search Premier|http://www.pubmedcentral.gov/tocrender.fcgi?action=archive&amp;journal=596|365|Volume|undef||Issue|undef||
Australian geographer|0004-9182||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=cage20&amp;genre=journal|365|Volume|undef||Issue|undef||
Plastics technology|0032-1257||19950101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Plastics+technology&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D28250&amp;genre=journal|0|Volume|undef||Issue|undef||
BioScience|0006-3568||19920101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/00063568.html|0|Volume|undef||Issue|undef||
Histopathology|0309-0167||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0309-0167&amp;genre=journal|365|Volume|undef||Issue|undef||
European review of economic history|1361-4916||19970101||Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D17280&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=European+review+of+economic+history&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D79027&amp;genre=journal|0|Volume|1||Issue|1||
Archives of general psychiatry|0003-990X||19980101||American Medical Association|http://proxy.library.brocku.ca/login?url=http://archpsyc.ama-assn.org/contents-by-date.0.dtl|0|Volume|55||Issue|1||
Journal of Pentecostal theology|0966-7369||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=8PS&amp;scope=site|365|Volume|undef||Issue|undef||
Government and opposition|0017-257X||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0017-257X&amp;genre=journal|365|Volume|undef||Issue|undef||
The Russian review|0036-0341||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/00360341.html|365|Volume|undef||Issue|undef||
Biochemistry and cell biology|0829-8211||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Biochemistry+and+cell+biology&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D36120&amp;genre=journal|365|Volume|undef||Issue|undef||
Ozone: science & engineering|0191-9512||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=bose20&amp;genre=journal|365|Volume|undef||Issue|undef||
Humanities|0018-7526||19940101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://vnweb.hwwilsonweb.com/hww/Journals/getIssues.jhtml?sid=HWW%3AARTFT&amp;issn=0018-7526|0|Volume|undef||Issue|undef||
Human events|0018-7194||19940101||EBSCOhost Academic Search Premier|http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Human+events&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D36022&amp;genre=journal|0|Volume|undef||Issue|undef||
Journal of the Institute of Mathematics of Jussieu|1474-7480||20020101||Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://journals.cambridge.org/action/displayJournal?jid=JMJ|0|Volume|1||Issue|1||
Freshwater biology|0046-5070||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0046-5070&amp;genre=journal|365|Volume|undef||Issue|undef||
Dead Sea discoveries|0929-0761||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/09290761.html|365|Volume|undef||Issue|undef||
Feminist studies|0046-3663||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://vnweb.hwwilsonweb.com/hww/Journals/getIssues.jhtml?sid=HWW%3AARTFT&amp;issn=0046-3663|0|Volume|undef||Issue|undef||
